origin_text_id;text_id;origin_text_en;text_en;label_vader
tilang etle akan dilaksanakan penindakan mulai hari senin , 28 november 2022 dst . ayo budayakan tertib berlalulintas;tilang etle akan laksana tindak mulai hari senin november dst ayo budaya tertib berlalulintas;Etle tickets will be enforced starting Monday, November 28, 2022 and so on. let's cultivate orderly traffic;etl ticket enforc start monday novemb let cultiv orderli traffic;0
direktur lalu lintas dirlantas polda jateng kombes pol agus suryo nugroho melakukan inspeksi mendadak sidak ke kantor satlantas polres batang , untuk melihat kepastian penggunaan berbagai fasilitas terkait electronic traffic law enforcement etle .;direktur lalu lintas dirlantas polda jateng kombes pol agus suryo nugroho laku inspeksi dadak sidak ke kantor satlantas polres batang untuk lihat pasti guna bagai fasilitas kait electronic traffic law enforcement etle;The Director of Traffic at the Central Java Regional Police, Kombes Pol Agus Suryo Nugroho, made a surprise inspection of the Batang Police Satlantas office, to see the certainty of the use of various facilities related to electronic traffic law enforcement etle.;director traffic central java region polic komb pol agu suryo nugroho made surpris inspect batang polic satlanta offic see certainti use variou facil relat electron traffic law enforc etl;1
seorang warga kota bekasi bernama prima 24 mengatakan , kehadiran etle mobile membuatnya menjadi lebih waspada dan siaga dalam berlalu lintas;orang warga kota bekas nama prima kata hadir etle mobile buat jadi lebih waspada dan siaga dalam lalu lintas;A Bekasi resident named Prima 24 said that the presence of Etle Mobile made him more alert and alert in traffic;bekasi resid name prima said presenc etl mobil made alert alert traffic;1
berarti gua berhak untuk di tilang elektronik dong e tilang kan berbentuk foto kalo gua ga bersedia di foto dan laporin balik bisa dong;arti gua hak untuk di tilang elektronik dong e tilang kan bentuk foto kalo gua ga sedia di foto dan laporin balik bisa dong;it means I have the right to be ticketed electronically, please, right, in the form of a photo, if I'm not willing to be photographed and report back, you can;mean right ticket electron pleas right form photo will photograph report back;1
aturan tilang etle dimulai kapan . cz saya masih dapat surat tilang kertas;atur tilang etle mulai kapan cz saya masih dapat surat tilang kertas;When do ticket rules start? cz I still get a paper ticket;ticket rule start cz still get paper ticket;0
data gar lantas tidak menggunakan helm yang tercapture kamera etle;data gar lantas tidak guna helm yang tercapture kamera etle;data gar then doesn't use a helmet that is captured by an etle camera;data gar use helmet captur etl camera;0
pemasangan kamera etle didepan polresta tangerang;pasang kamera etle depan polresta tangerang;Etle camera installation in front of the Tangerang Police;etl camera instal front tangerang polic;0
polda metro jaya luncurkan 10 etle mobile untuk gantikan tilang manial yang kini sudah dilarang oleh kapolri;polda metro jaya luncur etle mobile untuk ganti tilang manial yang kini sudah larang oleh kapolri;Polda Metro Jaya launches 10 Etle Mobile to replace the manial ticket which has now been banned by the National Police Chief;polda metro jaya launch etl mobil replac manial ticket ban nation polic chief;-1
min kalau platnya b tetep kena tilang elektronik kan ya walau dibandung;min kalau platnya b tetep kena tilang elektronik kan ya walau bandung;Min, if the license plate is B, you'll still get an electronic ticket, right, right, even in Bandung;min licens plate b still get electron ticket right right even bandung;0
data gar lantas yang tercapture kamera etle;data gar lantas yang tercapture kamera etle;gar data then captured etle camera;gar data captur etl camera;0
polri meluncurkan 3 inovasi pelayanan publik yakni electronic trafic law enforcement etle mobile , smart polantas dan info laka lantas di lapamgan presisi polda metro jaya , jakarta selasa 1312 . inovasibdaribpolda metro jaya ini sebagai terobosan mempermudah layanan masyarakat;polri luncur inovasi layan publik yakni electronic trafic law enforcement etle mobile smart polantas dan info laka lantas di lapamgan presisi polda metro jaya jakarta selasa inovasibdaribpolda metro jaya ini bagai terobos mudah layan masyarakat;The Indonesian National Police launched 3 public service innovations, namely electronic traffic law enforcement etle mobile, smart traffic police and traffic accident information at the Metro Jaya Police Precise Field, Jakarta Tuesday 1312. this innovation from the Polda Metro Jaya is a breakthrough in facilitating public services;indonesian nation polic launch public servic innov name electron traffic law enforc etl mobil smart traffic polic traffic accid inform metro jaya polic precis field jakarta tuesday innov polda metro jaya breakthrough facilit public servic;1
giat dikmas lantas sosialisasi pemberlakuan penindakan pelanggaran berlalu lintas dengan etle;giat dikmas lantas sosialisasi laku tindak langgar lalu lintas dengan etle;active dikmas then socialize the enactment of enforcement of traffic violations with etle;activ dikma social enact enforc traffic violat etl;-1
tindaklanjuti perintah kapolri hapus tilang manual , kapolda banten irjen pol . prof . dr . rudy heriyanto launching etle portable ditlantas . selasa 1312;tindaklanjuti perintah kapolri hapus tilang manual kapolda banten irjen pol prof dr rudy heriyanto launching etle portable ditlantas selasa;following up on the order from the chief of police to remove manual tickets, the chief of regional police of Banten, the Inspector General of Police. prof. dr. rudy heriyanto launching etle portable ditlantas. tuesday 1312;follow order chief polic remov manual ticket chief region polic banten inspector gener polic prof dr rudi heriyanto launch etl portabl ditlanta tuesday;0
saya sependapat dengan anda bang . harusnya tilang elektronik saja , uangnya masuk kas negara , bukan dinikmati oknum;saya dapat dengan anda bang harus tilang elektronik saja uang masuk kas negara bukan nikmat oknum;I agree with you bro. only electronic fines should be fined, the money goes to the state treasury, not to be enjoyed by unscrupulous persons;agre bro electron fine fine money goe state treasuri enjoy unscrupul person;1
bhabinkamtibmas polsek pulau raja aipda sunarso menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk mendapatkan pelayanan online sbb 1 . pengaduan masyarakat 2 . sim online 3 . pengurusan stnk online 4 . tilang etle 5 . sp2hp 6 . skck;bhabinkamtibmas polsek pulau raja aipda sunarso menghimbau kepada masyarakat agar mendownload aplikasi super polri app di play store untuk dapat layan online sbb adu masyarakat sim online urus stnk online tilang etle sphp skck;Bhabinkamtibmas Raja Island Police, Aipda Sunarso appealed to the public to download the Super POLRI app in the Play Store to get online services as follows: 1. public complaints 2 . sim online 3 . online stnk management 4 . ticket etle 5 . sp2hp 6 . skck;bhabinkamtibma raja island polic aipda sunarso appeal public download super polri app play store get onlin servic follow public complaint sim onlin onlin stnk manag ticket etl sphp skck;1
pak , etilang akan kita jlankan , akan tetapi msh bnyk penguna kendraan yg blm balik nama , kita bingung ktka mengirim invoice pelanggaran , krna kepemilikan kndrn sdh berubah . mhh . kita gratiskan bea blik nama . bolh juga nih taktik boom;pak etilang akan kita jlankan akan tetapi msh bnyk penguna kendraan yg blm balik nama kita bingung ktka kirim invoice langgar krna milik kndrn sdh ubah mhh kita gratis bea blik nama bolh juga nih taktik boom;sir, we will run the etilang, but there are still many vehicle users who have not returned their names, we are confused when sending invoices for violations, because the ownership has changed. mhh . we free of duty blik name. this is also a boom tactic;sir run etilang still mani vehicl user return name confus send invoic violat ownership chang mhh free duti blik name also boom tactic;-1
emg efektif etle dimana wae ang di titik macet naik trotoar atau titik sering ada pengendara lawan arus aya teu sih;emg efektif etle mana wae ang di titik macet naik trotoar atau titik sering ada kendara lawan arus aya teu sih;it's really effective, where at the point where traffic jams go up the sidewalk or the point where there are often opposing drivers, I see;realli effect point traffic jam go sidewalk point often oppos driver see;1
sosialisasi sekaligus penyuluhan pembeda tilang etle dan tilang biasa kepada pengendara kendaraan . serta himbauan kamseltibcarlantas sekaligus sosialisasi etle di simpang 4 pasar lematang lahat .;sosialisasi sekaligus suluh beda tilang etle dan tilang biasa kepada kendara kendara serta himbauan kamseltibcarlantas sekaligus sosialisasi etle di simpang pasar lematang lahat;dissemination as well as counseling on the differentiating etle ticket and ordinary ticket to motorists. as well as an appeal from kamseltibcarlantas as well as etle socialization at the intersection of 4 at the Lematang Lahat market.;dissemin well counsel differenti etl ticket ordinari ticket motorist well appeal kamseltibcarlanta well etl social intersect lematang lahat market;1
8 area ini akan dipasangi kamera etle di kotatangerang;area ini akan pasang kamera etle di kotatangerang;These 8 areas will be equipped with etle cameras in Kota Tangerang;area equip etl camera kota tangerang;0
percuma etle dibeli mahal fungsinya buat motret doankkadang oknum suka nyari tambahan buat makan siang;percuma etle beli mahal fungsi buat motret doankkadang oknum suka nyari tambah buat makan siang;it's useless to buy expensive ones for taking pictures, sometimes people like to find extra for lunch;useless buy expens one take pictur sometim peopl like find extra lunch;-1
waspada kamera etle jepret321 pelanggar , surat tilang menyusul;waspada kamera etle jepret langgar surat tilang susul;camera alert, snapper321 violators, ticket following;camera alert snapper violat ticket follow;-1
polres bangli terapkan etle mobile , ini 7 pelanggaran yang disasar;polres bangli terap etle mobile ini langgar yang sasar;Bangli police apply etle mobile, these are 7 targeted violations;bangli polic appli etl mobil target violat;-1
arus lalu lintas dari kawasan simpang apotek karangdowo pagi ini terpantau padat lancar . didominasi kendaraan dari arah barat menuju timur ataupun sebaliknya . tetap patuh saat berkendara karena informasinya area ini sudah dipasang kamera tilang elektronik etle . rep . vita;arus lalu lintas dari kawasan simpang apotek karangdowo pagi ini pantau padat lancar dominasi kendara dari arah barat tuju timur atau balik tetap patuh saat kendara karena informasi area ini sudah pasang kamera tilang elektronik etle rep vita;The traffic flow from the Karangdowo Pharmacy intersection this morning was observed to be solid and smooth. dominated by vehicles from west to east or vice versa. stay obedient when driving because the information is that this area has been installed with an electronic ticket camera. rep . vita;traffic flow karangdowo pharmaci intersect morn observ solid smooth domin vehicl west east vice versa stay obedi drive inform area instal electron ticket camera rep vita;1
